domain,scenario,source_language,target_language,source_text,target_text,speaker,listener,difficulty,tone,tags
accessibility_and_special_assistance,general support,English,Turkish,We can provide a quiet place for you.,Sizin için sakin bir yer sağlayabiliriz.,airport_staff,passenger,A2,reassuring,"quiet_place,staff,support"
accessibility_and_special_assistance,general support,English,Turkish,I need help walking through the terminal.,Terminalde yürümek için yardıma ihtiyacım var.,passenger,airport_staff,A2,polite,"terminal,walking,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please use the nearest entrance with no steps.,Lütfen basamaksız en yakın girişi kullanın.,passenger,airport_staff,A2,polite,"entrance,no_steps,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,I need help because my walker is heavy.,Yürütecem ağır olduğu için yardıma ihtiyacım var.,passenger,airport_staff,A2,neutral,"walker,heavy,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please handle my walker carefully.,Lütfen yürütecime dikkatli davranın.,passenger,airport_staff,A2,polite,"walker,careful,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,I need assistance to store my walker.,Yürüteci yerleştirmek için yardıma ihtiyacım var.,passenger,cabin_crew,A2,polite,"walker,storage,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please bring my walker back before landing.,Lütfen inişten önce yürütecimi geri getirin.,passenger,cabin_crew,A2,polite,"walker,landing,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Your walker will be returned before landing.,Yürüteciniz inişten önce size geri verilecek.,cabin_crew,passenger,A2,reassuring,"walker,return,crew"
accessibility_and_special_assistance,general support,English,Turkish,I need help because I have limited arm movement.,Kol hareketim kısıtlı olduğu için yardıma ihtiyacım var.,passenger,cabin_crew,A2,neutral,"limited_movement,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please open the curtain a little.,Lütfen perdeyi biraz açın.,passenger,cabin_crew,A1,polite,"curtain,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,I need help because bright lights bother me.,Parlak ışıklar beni rahatsız ettiği için yardıma ihtiyacım var.,passenger,cabin_crew,A2,neutral,"lights,sensory,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Can you dim the light near me?,Yakınımdaki ışığı kısmabilir misiniz?,passenger,cabin_crew,A2,polite,"light,sensory,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please tell me where to go after landing.,İnişten sonra nereye gideceğimi söyleyin lütfen.,passenger,airport_staff,A1,polite,"landing,direction,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,I need help because I cannot push the wheelchair myself.,Tekerlekli sandalyeyi kendim itemediğim için yardıma ihtiyacım var.,passenger,airport_staff,A2,neutral,"wheelchair,pushing,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please push me to the gate.,Lütfen beni kapıya kadar itin.,passenger,airport_staff,A1,polite,"wheelchair,gate,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,We will push you to the gate.,Sizi kapıya kadar götüreceğiz.,airport_staff,passenger,A1,reassuring,"wheelchair,gate,staff"
accessibility_and_special_assistance,general support,English,Turkish,I need help because my balance is poor.,Dengesiz olduğum için yardıma ihtiyacım var.,passenger,cabin_crew,A2,neutral,"balance,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please hold my arm when I stand.,Kalkarken kolumdan tutun lütfen.,passenger,cabin_crew,A1,polite,"standing,support,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Can you help me put on my headphones?,Kulaklığımı takmama yardım eder misiniz?,passenger,cabin_crew,A2,polite,"headphones,assistance,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,I need help because I cannot bend down.,Eğilemediğim için yardıma ihtiyacım var.,passenger,cabin_crew,A2,neutral,"bend_down,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please pick up the item for me.,Lütfen eşyayı benim için alın.,passenger,cabin_crew,A1,polite,"pickup,assistance,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,I need assistance with the armrest because of my injury.,Yaram nedeniyle kolçak için yardıma ihtiyacım var.,passenger,cabin_crew,A2,neutral,"injury,armrest,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please give me a little more space.,Lütfen bana biraz daha alan verin.,passenger,cabin_crew,A1,polite,"space,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,We can give you a bit more space.,Size biraz daha alan verebiliriz.,cabin_crew,passenger,A1,reassuring,"space,crew,support"
accessibility_and_special_assistance,general support,English,Turkish,I need help with the boarding ramp and the chair.,Biniş rampası ve sandalye için yardıma ihtiyacım var.,passenger,airport_staff,A2,polite,"ramp,chair,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please let the cabin crew know I need support.,Lütfen kabin ekibine desteğe ihtiyacım olduğunu bildirin.,passenger,airport_staff,A2,polite,"cabin_crew,support,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,I need a calm explanation of what will happen.,Ne olacağını sakin bir şekilde açıklamanıza ihtiyacım var.,passenger,airport_staff,A2,polite,"calm_explanation,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please tell me everything in order.,Lütfen her şeyi sırayla anlatın.,passenger,airport_staff,A2,polite,"sequence,instructions,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,We will explain everything step by step.,Her şeyi adım adım açıklayacağız.,airport_staff,passenger,A2,reassuring,"step_by_step,explanation,staff"
accessibility_and_special_assistance,general support,English,Turkish,I need help with my hearing devices during security.,Güvenlik sırasında işitme cihazlarımla ilgili yardıma ihtiyacım var.,passenger,airport_staff,A2,neutral,"hearing_device,security,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please do not separate me from my assistive device.,Lütfen beni yardım cihazımdan ayırmayın.,passenger,airport_staff,A2,polite,"assistive_device,security,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,I need to keep my cane until I sit down.,Oturana kadar bastonumu yanımda tutmam gerekiyor.,passenger,cabin_crew,A2,neutral,"cane,seat,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please help me to the seat first.,Lütfen önce beni koltuğa götürün.,passenger,cabin_crew,A1,polite,"seat,boarding,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,I need a short walk break during the connection.,Aktarma sırasında kısa bir yürüme molasına ihtiyacım var.,passenger,airport_staff,A2,neutral,"walk_break,connection,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Can you direct me to the accessible path?,Beni erişilebilir yola yönlendirebilir misiniz?,passenger,airport_staff,A2,polite,"accessible_path,direction,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,I cannot use the narrow stairs.,Dar merdivenleri kullanamam.,passenger,airport_staff,A1,neutral,"stairs,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please find an alternative route.,Lütfen alternatif bir yol bulun.,passenger,airport_staff,A2,polite,"alternative_route,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,I need assistance when leaving the aircraft.,Uçaktan çıkarken yardıma ihtiyacım var.,passenger,cabin_crew,A2,polite,"leaving_aircraft,assistance,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please inform the ground staff on arrival.,Varışta yer personelini bilgilendirin lütfen.,passenger,cabin_crew,A2,polite,"ground_staff,arrival,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,We have informed the ground staff.,Yer personelini bilgilendirdik.,cabin_crew,passenger,A2,reassuring,"ground_staff,informed,crew"
accessibility_and_special_assistance,general support,English,Turkish,I need help because I cannot hear well on the plane.,Uçakta iyi duyamadığım için yardıma ihtiyacım var.,passenger,cabin_crew,A2,neutral,"hearing,plane,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please repeat the safety instructions slowly.,Lütfen güvenlik talimatlarını yavaşça tekrar edin.,passenger,cabin_crew,A2,polite,"safety_instructions,repeat,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,I need an accessible seat belt buckle.,Erişilebilir bir emniyet kemeri tokasına ihtiyacım var.,passenger,cabin_crew,A2,neutral,"seat_belt,buckle,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please help me buckle up.,Lütfen kemerimi bağlamama yardım edin.,passenger,cabin_crew,A1,polite,"buckle_up,assistance,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,We will buckle you in now.,Şimdi kemerinizi bağlayacağız.,cabin_crew,passenger,A1,reassuring,"buckle_up,crew,support"
accessibility_and_special_assistance,general support,English,Turkish,I need help because my prosthetic leg hurts.,Protez bacağım ağrıdığı için yardıma ihtiyacım var.,passenger,cabin_crew,A2,urgent,"prosthetic_leg,pain,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please let me stretch my leg.,Lütfen bacağımı uzatmama izin verin.,passenger,cabin_crew,A1,polite,"stretch_leg,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,I need help to sit in the exit row?,Acil çıkış sırasına oturmam için yardıma ihtiyacım var mı?,passenger,gate_agent,A2,polite,"exit_row,seat,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,I cannot sit in the exit row.,Acil çıkış sırasında oturamam.,passenger,gate_agent,A1,neutral,"exit_row,restriction,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please move me to a different row.,Lütfen beni başka bir sıraya alın.,passenger,gate_agent,A1,polite,"row_change,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,We will move you if possible.,Mümkünse sizi yer değiştireceğiz.,gate_agent,passenger,A1,reassuring,"row_change,staff,support"
accessibility_and_special_assistance,general support,English,Turkish,I need help because my vision is low in the dark.,Karanlıkta az gördüğüm için yardıma ihtiyacım var.,passenger,cabin_crew,A2,neutral,"vision,dark,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please keep the light on for a moment.,Lütfen ışığı bir süre açık tutun.,passenger,cabin_crew,A1,polite,"light,vision,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,I need help because I panic in crowded places.,Kalabalık yerlerde paniklediğim için yardıma ihtiyacım var.,passenger,airport_staff,A2,neutral,"panic,crowded_places,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please take me to a quieter line.,Lütfen beni daha sakin bir sıraya alın.,passenger,airport_staff,A2,polite,"quieter_line,queue,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,We can take you to a quieter area.,Sizi daha sakin bir alana götürebiliriz.,airport_staff,passenger,A2,reassuring,"quieter_area,staff,support"
accessibility_and_special_assistance,general support,English,Turkish,I need help because I cannot manage the line.,Sırayı yönetemediğim için yardıma ihtiyacım var.,passenger,airport_staff,A2,neutral,"line,queue,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,Please check me in for special assistance.,Lütfen beni özel yardım için check-in yapın.,passenger,airport_staff,A2,polite,"checkin,special_assistance,accessibility"
accessibility_and_special_assistance,general support,English,Turkish,I need accessible help at every step.,Her aşamada erişilebilir yardıma ihtiyacım var.,passenger,airport_staff,A2,polite,"every_step,accessibility,help"
accessibility_and_special_assistance,general support,English,Turkish,Please make this journey easier for me.,Lütfen bu yolculuğu benim için kolaylaştırın.,passenger,airport_staff,A2,polite,"journey,easier,accessibility"
accessibility_and_special_assistance,wheelchair request,Turkish,English,Tekerlekli sandalye desteği istiyorum.,I need wheelchair assistance.,passenger,airport_staff,A1,polite,"wheelchair,assistance,airport"
accessibility_and_special_assistance,pre-boarding assistance,Turkish,English,Uçağa binmek için yardıma ihtiyacım var.,I need help boarding the plane.,passenger,gate_agent,A1,polite,"boarding,assistance,plane"
accessibility_and_special_assistance,visual impairment,Turkish,English,"Görme engelliyim, lütfen bana yardımcı olun.","I am visually impaired, please help me.",passenger,cabin_crew,A2,polite,"visual_impairment,help,cabin"
accessibility_and_special_assistance,hearing impairment,Turkish,English,İşitme engelim var.,I have a hearing impairment.,passenger,cabin_crew,A1,neutral,"hearing_impairment,accessibility"
accessibility_and_special_assistance,mobility aid,Turkish,English,Yürüteç kullanıyorum.,I use a walker.,passenger,airport_staff,A1,neutral,"mobility_aid,walker"
accessibility_and_special_assistance,aisle seat request,Turkish,English,Koridor tarafı koltuk rica ediyorum.,"I would like an aisle seat, please.",passenger,airport_staff,A1,polite,"seat,aisle,request"
accessibility_and_special_assistance,seat near restroom,Turkish,English,Tuvalete yakın bir koltuk alabilir miyim?,Can I have a seat near the restroom?,passenger,airport_staff,A2,polite,"seat,restroom,request"
accessibility_and_special_assistance,boarding priority,Turkish,English,Öncelikli biniş hakkım var mı?,Do I have priority boarding?,passenger,gate_agent,A2,neutral,"priority_boarding,boarding"
accessibility_and_special_assistance,special assistance confirmation,Turkish,English,Engelli yolcu desteği için kayıtlıyım.,I am registered for special assistance for disabled passengers.,passenger,airport_staff,B1,formal,"special_assistance,registration"
accessibility_and_special_assistance,boarding ramp,Turkish,English,Uçağa rampadan binebilir miyim?,Can I board the plane using the ramp?,passenger,gate_agent,A2,polite,"ramp,boarding"
accessibility_and_special_assistance,lift on aircraft,Turkish,English,Merdiven çıkamıyorum.,I cannot climb stairs.,passenger,cabin_crew,A1,neutral,"stairs,mobility"
accessibility_and_special_assistance,help to seat,Turkish,English,Koltukta oturmama yardım eder misiniz?,Could you help me get seated?,passenger,cabin_crew,A2,polite,"seating,assistance"
accessibility_and_special_assistance,belt extension,Turkish,English,Emniyet kemeri uzatıcıya ihtiyacım var.,I need a seat belt extender.,passenger,cabin_crew,A2,polite,"seat_belt_extender,cabin"
accessibility_and_special_assistance,assistance to toilet,Turkish,English,Tuvalete gitmek için yardıma ihtiyacım var.,I need help getting to the restroom.,passenger,cabin_crew,A1,polite,"restroom,assistance"
accessibility_and_special_assistance,toilet location,Turkish,English,Engelli tuvaleti var mı?,Is there an accessible restroom?,passenger,cabin_crew,A1,neutral,"accessible_restroom,toilet"
accessibility_and_special_assistance,oxygen support,Turkish,English,Tıbbi oksijen desteği gerekiyor.,Medical oxygen support is needed.,passenger,airport_staff,B1,formal,"medical_oxygen,special_assistance"
accessibility_and_special_assistance,medical clearance,Turkish,English,Doktor raporunu yanımda getirdim.,I brought my doctor's note with me.,passenger,airport_staff,A2,neutral,"medical_note,documentation"
accessibility_and_special_assistance,traveling with cane,Turkish,English,"Bastonum var, onu uçağa alabilir miyim?",I have a cane. Can I take it on the plane?,passenger,gate_agent,A2,polite,"cane,carry_on"
accessibility_and_special_assistance,mobility aid in cabin,Turkish,English,Tekerlekli sandalyem kapıya kadar getirilecek mi?,Will my wheelchair be brought to the gate?,passenger,airport_staff,B1,neutral,"wheelchair,gate,mobility"
accessibility_and_special_assistance,boarding delay support,Turkish,English,Yavaş yürüdüğüm için biraz zaman alabilir.,It may take me a little longer because I walk slowly.,passenger,gate_agent,A2,polite,"slow_walking,boarding"
accessibility_and_special_assistance,blind guidance,Turkish,English,Lütfen koltuğuma kadar bana eşlik edin.,Please escort me to my seat.,passenger,cabin_crew,A2,polite,"escort,seat"
accessibility_and_special_assistance,crew assistance offered,Turkish,English,Size kapıya kadar eşlik edeceğim.,I will escort you to the gate.,airport_staff,passenger,A1,reassuring,"escort,gate"
accessibility_and_special_assistance,crew confirmation,Turkish,English,Sizden özel yardım talebini aldık.,We have received your special assistance request.,airport_staff,passenger,A2,formal,"request_received,special_assistance"
accessibility_and_special_assistance,wheelchair priority,Turkish,English,Önce ben inebilir miyim?,Can I disembark first?,passenger,cabin_crew,A2,polite,"disembark,priority"
accessibility_and_special_assistance,crowded gate,Turkish,English,Kalabalık beni zorluyor.,The crowd is making it difficult for me.,passenger,airport_staff,A2,neutral,"crowd,difficulty"
accessibility_and_special_assistance,quiet assistance,Turkish,English,Lütfen yavaş konuşun.,Please speak slowly.,passenger,cabin_crew,A1,polite,"slow_speech,communication"
accessibility_and_special_assistance,written communication,Turkish,English,Bana yazılı olarak gösterebilir misiniz?,Can you show me in writing?,passenger,airport_staff,A2,polite,"written_info,communication"
accessibility_and_special_assistance,hearing aid,Turkish,English,İşitme cihazım var.,I have a hearing aid.,passenger,cabin_crew,A1,neutral,"hearing_aid,accessibility"
accessibility_and_special_assistance,help locating seat,Turkish,English,Numaramı bulmamda yardım eder misiniz?,Could you help me find my seat number?,passenger,cabin_crew,A2,polite,"seat_number,help"
accessibility_and_special_assistance,need extra time,Turkish,English,Biniş için biraz ekstra zamana ihtiyacım var.,I need a little extra time to board.,passenger,gate_agent,A2,polite,"extra_time,boarding"
accessibility_and_special_assistance,staff reassurance,Turkish,English,"Sorun değil, acele etmeyin.","No problem, take your time.",airport_staff,passenger,A1,reassuring,"take_your_time,support"
accessibility_and_special_assistance,guide dog,Turkish,English,Yanımda rehber köpek var.,I have a guide dog with me.,passenger,airport_staff,A1,neutral,"guide_dog,service_animal"
accessibility_and_special_assistance,service animal permission,Turkish,English,Rehber köpeğime izin veriliyor mu?,Is my guide dog allowed?,passenger,gate_agent,A2,polite,"guide_dog,permission"
accessibility_and_special_assistance,pet vs service animal,Turkish,English,"Bu bir hizmet hayvanı değil, kişisel desteğim.",This is not a service animal; it is for my personal support.,passenger,airport_staff,B1,formal,"support_animal,clarification"
accessibility_and_special_assistance,help with luggage,Turkish,English,Valizimi kaldıramıyorum.,I can't lift my suitcase.,passenger,cabin_crew,A1,neutral,"luggage,lifting"
accessibility_and_special_assistance,carry luggage,Turkish,English,Çantamı üst rafa koyabilir misiniz?,Could you put my bag in the overhead bin?,passenger,cabin_crew,A2,polite,"overhead_bin,bag"
accessibility_and_special_assistance,need assistance with tray,Turkish,English,Tepsiyi açmakta zorlanıyorum.,I'm having trouble opening the tray table.,passenger,cabin_crew,A2,neutral,"tray_table,help"
accessibility_and_special_assistance,meal assistance,Turkish,English,Yemeği kesmem için yardım eder misiniz?,Could you help me cut the food?,passenger,cabin_crew,A2,polite,"meal,help"
accessibility_and_special_assistance,special meal support,Turkish,English,Özel yemeğimi bana hatırlatır mısınız?,Could you remind me about my special meal?,passenger,cabin_crew,A2,polite,"special_meal,reminder"
accessibility_and_special_assistance,allergy support,Turkish,English,"Alerjim var, lütfen dikkat edin.","I have an allergy, please be careful.",passenger,cabin_crew,A1,urgent,"allergy,caution"
accessibility_and_special_assistance,peanut allergy,Turkish,English,Yer fıstığına alerjim var.,I am allergic to peanuts.,passenger,cabin_crew,A1,urgent,"peanut_allergy,food"
accessibility_and_special_assistance,medical equipment,Turkish,English,Yanımda tıbbi cihaz taşıyorum.,I am carrying medical equipment with me.,passenger,airport_staff,A2,neutral,"medical_equipment,carry_on"
accessibility_and_special_assistance,battery device,Turkish,English,Cihazımın pili var.,My device has a battery.,passenger,airport_staff,A1,neutral,"battery,medical_device"
accessibility_and_special_assistance,CPAP machine,Turkish,English,Uyku cihazım için yer gerekir.,I need space for my sleep device.,passenger,airport_staff,B1,polite,"CPAP,medical_device"
accessibility_and_special_assistance,extra boarding help,Turkish,English,Beni kapıda karşılayabilir misiniz?,Could you meet me at the gate?,passenger,airport_staff,A2,polite,"meet_at_gate,assistance"
accessibility_and_special_assistance,staff explanation,Turkish,English,Size tekerlekli sandalye sağlayacağız.,We will provide you with a wheelchair.,airport_staff,passenger,A1,reassuring,"wheelchair,service"
accessibility_and_special_assistance,staff explanation,Turkish,English,Biniş kapısına kadar size eşlik edebiliriz.,We can escort you to the boarding gate.,airport_staff,passenger,A2,reassuring,"escort,boarding_gate"
accessibility_and_special_assistance,staff question,Turkish,English,Herhangi bir hareket desteğine ihtiyacınız var mı?,Do you need any mobility assistance?,airport_staff,passenger,A2,polite,"mobility_assistance,question"
accessibility_and_special_assistance,staff question,Turkish,English,Merdiven kullanabiliyor musunuz?,Can you use stairs?,airport_staff,passenger,A1,neutral,"stairs,mobility"
accessibility_and_special_assistance,assistant at gate,Turkish,English,Sizi önce çağıracağız.,We will call you first.,airport_staff,passenger,A1,reassuring,"call_first,priority"
accessibility_and_special_assistance,seat change,Turkish,English,"Yerim çok dar, başka koltuk var mı?",My seat is very tight. Is there another seat?,passenger,cabin_crew,A2,polite,"seat_change,space"
accessibility_and_special_assistance,armrest issue,Turkish,English,Koltuk kolçağını kaldırmam gerekiyor.,I need to lift the armrest.,passenger,cabin_crew,A2,neutral,"armrest,seat"
accessibility_and_special_assistance,travel companion,Turkish,English,Yanımda refakatçi var.,I have an attendant with me.,passenger,airport_staff,A1,neutral,"companion,attendant"
accessibility_and_special_assistance,companion seating,Turkish,English,Refakatçim yanımda oturabilir mi?,Can my companion sit next to me?,passenger,gate_agent,A2,polite,"companion,seating"
accessibility_and_special_assistance,child assistance,Turkish,English,Çocuğum özel yardıma ihtiyaç duyuyor.,My child needs special assistance.,passenger,airport_staff,A2,polite,"child,special_assistance"
accessibility_and_special_assistance,child boarding,Turkish,English,Çocuğumla birlikte önce binebilir miyiz?,Can we board first with my child?,passenger,gate_agent,A2,polite,"child,priority_boarding"
accessibility_and_special_assistance,elderly assistance,Turkish,English,"Yaşlı bir yolcuyum, yardıma ihtiyacım var.",I am an elderly passenger and I need assistance.,passenger,airport_staff,A2,polite,"elderly,assistance"
accessibility_and_special_assistance,pregnancy support,Turkish,English,"Hamileyim, destek alabilir miyim?",I am pregnant. Can I get assistance?,passenger,airport_staff,A2,polite,"pregnancy,assistance"
accessibility_and_special_assistance,temporary injury,Turkish,English,"Ayağım yaralı, normal yürüyemiyorum.","My foot is injured, and I can't walk normally.",passenger,airport_staff,A2,neutral,"injury,mobility"
accessibility_and_special_assistance,crutch support,Turkish,English,Koltuk değneğim var.,I have crutches.,passenger,airport_staff,A1,neutral,"crutches,mobility_aid"
accessibility_and_special_assistance,lift assistance,Turkish,English,Beni koltuğumdan kaldırmanız gerekebilir.,You may need to help me get out of my seat.,passenger,cabin_crew,B1,polite,"seat_transfer,assistance"
accessibility_and_special_assistance,bathroom transfer,Turkish,English,Tuvalete gitmekte zorlanıyorum.,I am having trouble getting to the restroom.,passenger,cabin_crew,A2,neutral,"restroom,difficulty"
accessibility_and_special_assistance,accessible lavatory,Turkish,English,Uçakta erişilebilir tuvalet var mı?,Is there an accessible lavatory on the plane?,passenger,cabin_crew,A2,neutral,"accessible_lavatory,plane"
accessibility_and_special_assistance,rest stop request,Turkish,English,Beni biraz bekletebilir misiniz?,Could you wait for me a moment?,passenger,airport_staff,A1,polite,"wait,assistance"
accessibility_and_special_assistance,slow speech request,Turkish,English,Lütfen daha net konuşun.,Please speak more clearly.,passenger,cabin_crew,A1,polite,"clarity,communication"
accessibility_and_special_assistance,text message support,Turkish,English,Bana mesajla bilgi verebilirsiniz.,You can give me the information by text message.,passenger,airport_staff,B1,neutral,"text_message,communication"
accessibility_and_special_assistance,sign language,Turkish,English,İşaret dili biliyorum.,I know sign language.,passenger,cabin_crew,A1,neutral,"sign_language,communication"
accessibility_and_special_assistance,help with forms,Turkish,English,Formu doldurmama yardım eder misiniz?,Could you help me fill out the form?,passenger,airport_staff,A2,polite,"form,help"
accessibility_and_special_assistance,boarding paperwork,Turkish,English,Özel yardım için bu formu imzalamam gerekiyor mu?,Do I need to sign this form for special assistance?,passenger,airport_staff,B1,neutral,"form,special_assistance"
accessibility_and_special_assistance,staff confirmation,Turkish,English,Size yardımcı olmak için buradayız.,We are here to help you.,airport_staff,passenger,A1,reassuring,"reassurance,help"
accessibility_and_special_assistance,staff reassurance,Turkish,English,"Endişelenmeyin, size destek olacağız.","Don't worry, we will support you.",airport_staff,passenger,A1,reassuring,"support,reassurance"
accessibility_and_special_assistance,emergency help,Turkish,English,"Nefes almakta zorlanıyorum, yardım edin.","I'm having trouble breathing, please help.",passenger,cabin_crew,A1,urgent,"breathing_problem,emergency"
accessibility_and_special_assistance,medical emergency,Turkish,English,Tıbbi yardıma ihtiyacım var.,I need medical assistance.,passenger,cabin_crew,A1,urgent,"medical_assistance,emergency"
accessibility_and_special_assistance,crew call for help,Turkish,English,Lütfen bir sağlık görevlisi çağırın.,Please call a medical professional.,passenger,cabin_crew,A2,urgent,"medical_professional,emergency"
accessibility_and_special_assistance,oxygen mask issue,Turkish,English,Maske takmakta zorlanıyorum.,I'm having trouble putting on the mask.,passenger,cabin_crew,A2,urgent,"oxygen_mask,help"
accessibility_and_special_assistance,mobility concern,Turkish,English,Dengesiz hissediyorum.,I feel unsteady.,passenger,cabin_crew,A1,urgent,"unsteady,health"
accessibility_and_special_assistance,wheelchair on arrival,Turkish,English,İndiğimde beni tekerlekli sandalye ile karşılayın.,Meet me with a wheelchair when I land.,passenger,airport_staff,A2,polite,"arrival,wheelchair"
accessibility_and_special_assistance,connection flight,Turkish,English,Aktarma uçağım için yardım gerekiyor.,I need assistance for my connecting flight.,passenger,airport_staff,B1,polite,"connection_flight,assistance"
accessibility_and_special_assistance,tight connection,Turkish,English,Kapıya çabuk ulaşmam zor olabilir.,It may be hard for me to get to the gate quickly.,passenger,airport_staff,B1,neutral,"tight_connection,mobility"
accessibility_and_special_assistance,wheelchair storage,Turkish,English,Sandalyemi uçak altında mı alacaksınız?,Will you take my wheelchair under the plane?,passenger,gate_agent,B1,neutral,"wheelchair,checked_baggage"
accessibility_and_special_assistance,return wheelchair,Turkish,English,İndiğimde sandalyemi geri istiyorum.,I want my wheelchair back when I land.,passenger,airport_staff,A2,polite,"wheelchair,arrival"
accessibility_and_special_assistance,battery wheelchair,Turkish,English,Tekerlekli sandalyem elektrikli.,My wheelchair is electric.,passenger,airport_staff,A1,neutral,"electric_wheelchair,mobility"
accessibility_and_special_assistance,battery instructions,Turkish,English,Pil için özel bir işlem gerekiyor mu?,Does the battery need any special handling?,passenger,airport_staff,B1,neutral,"battery,special_handling"
accessibility_and_special_assistance,transporting aid,Turkish,English,Yardım aracımı ücretsiz taşıyabilir miyim?,Can I transport my mobility aid for free?,passenger,airport_staff,B1,neutral,"mobility_aid,fees"
accessibility_and_special_assistance,accessible seat selection,Turkish,English,Daha geniş bir koltuk seçebilir miyim?,Can I choose a wider seat?,passenger,airport_staff,A2,polite,"wider_seat,accessibility"
accessibility_and_special_assistance,legroom concern,Turkish,English,Bacaklarım için daha fazla alan gerekiyor.,I need more legroom.,passenger,cabin_crew,A1,polite,"legroom,seat"
accessibility_and_special_assistance,temporary accessibility,Turkish,English,Geçici olarak yardıma ihtiyacım var.,I need temporary assistance.,passenger,airport_staff,A2,neutral,temporary_assistance
accessibility_and_special_assistance,follow instructions,Turkish,English,Ne yapmam gerektiğini bana söyleyin.,Tell me what I should do.,passenger,cabin_crew,A1,polite,"instructions,communication"
accessibility_and_special_assistance,crew step-by-step,Turkish,English,Size adım adım anlatacağım.,I will explain it to you step by step.,airport_staff,passenger,A1,reassuring,"step_by_step,support"
language_difficulty_and_translation_support,language_difficulty_and_translation_support,English,Turkish,"Could you speak slowly, please?",Lütfen yavaş konuşur musunuz?,passenger,cabin_crew,A1,polite,"translation_support,cabin,polite_request"
language_difficulty_and_translation_support,language_difficulty_and_translation_support,English,Turkish,I do not speak English very well.,İngilizceyi pek iyi konuşamıyorum.,passenger,cabin_crew,A1,neutral,"translation_support,language_barrier"
language_difficulty_and_translation_support,language_difficulty_and_translation_support,English,Turkish,Can you write that down for me?,Bunu benim için yazar mısınız?,passenger,cabin_crew,A1,polite,"translation_support,communication"
language_difficulty_and_translation_support,language_difficulty_and_translation_support,English,Turkish,I need help understanding the instructions.,Talimatları anlamak için yardıma ihtiyacım var.,passenger,cabin_crew,A2,neutral,"translation_support,instructions"
language_difficulty_and_translation_support,language_difficulty_and_translation_support,English,Turkish,"Can you explain that again, please?","Bunu tekrar açıklar mısınız, lütfen?",passenger,cabin_crew,A1,polite,"translation_support,repeat_request"
language_difficulty_and_translation_support,language_difficulty_and_translation_support,English,Turkish,I did not understand the announcement.,Anonsu anlamadım.,passenger,cabin_crew,A1,neutral,"translation_support,announcement"
language_difficulty_and_translation_support,language_difficulty_and_translation_support,English,Turkish,Please point to my seat.,Lütfen koltuğumu gösterin.,passenger,cabin_crew,A1,polite,"translation_support,seat"
